,API,F0,cf_high,cf_low,code,decoding_type,delta_theta,dur,dur_ramp,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
18,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,exp1a,AI,[0.001],0.1,0.01,200000.0,30.083532269431913,Zilany2014,Zilany2014,40.0,51.0,20.0,0.0014959834754384534,none
19,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,exp1a,AI,[0.001],0.1,0.01,200000.0,40.08353226943191,Zilany2014,Zilany2014,40.0,51.0,30.0,0.0012885464635922573,none
20,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,exp1a,AI,[0.001],0.1,0.01,200000.0,50.08353226943191,Zilany2014,Zilany2014,40.0,51.0,40.0,0.0012096929365227054,none
21,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,exp1a,AI,[0.001],0.1,0.01,200000.0,28.700873207735263,Zilany2014,Zilany2014,40.0,51.0,20.0,0.001876599755090445,none
22,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,exp1a,AI,[0.001],0.1,0.01,200000.0,38.70087320773526,Zilany2014,Zilany2014,40.0,51.0,30.0,0.001659028374265207,none
23,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,exp1a,AI,[0.001],0.1,0.01,200000.0,48.70087320773526,Zilany2014,Zilany2014,40.0,51.0,40.0,0.0015537267795985557,none
24,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,exp1a,AI,[0.001],0.1,0.01,200000.0,27.243707257190316,Zilany2014,Zilany2014,40.0,51.0,20.0,0.0023636873539961984,none
25,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,exp1a,AI,[0.001],0.1,0.01,200000.0,37.243707257190316,Zilany2014,Zilany2014,40.0,51.0,30.0,0.0021262221649778206,none
26,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,exp1a,AI,[0.001],0.1,0.01,200000.0,47.243707257190316,Zilany2014,Zilany2014,40.0,51.0,40.0,0.002003667721980875,none
27,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,exp1a,AI,[0.001],0.1,0.01,200000.0,25.825346609990415,Zilany2014,Zilany2014,40.0,51.0,20.0,0.0031316900855915103,none
28,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,exp1a,AI,[0.001],0.1,0.01,200000.0,35.82534660999041,Zilany2014,Zilany2014,40.0,51.0,30.0,0.002872572947870479,none
29,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,exp1a,AI,[0.001],0.1,0.01,200000.0,45.82534660999041,Zilany2014,Zilany2014,40.0,51.0,40.0,0.0027263665446811552,none
30,[0.],480.27813534169,5283.05948875859,2401.39067670845,exp1a,AI,[0.001],0.1,0.01,200000.0,24.396579551198933,Zilany2014,Zilany2014,40.0,51.0,20.0,0.004169463656705919,none
31,[0.],480.27813534169,5283.05948875859,2401.39067670845,exp1a,AI,[0.001],0.1,0.01,200000.0,34.39657955119893,Zilany2014,Zilany2014,40.0,51.0,30.0,0.004189305850325517,none
32,[0.],480.27813534169,5283.05948875859,2401.39067670845,exp1a,AI,[0.001],0.1,0.01,200000.0,44.39657955119893,Zilany2014,Zilany2014,40.0,51.0,40.0,0.004184443080317946,none
33,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,exp1a,AI,[0.001],0.1,0.01,200000.0,22.96831848683961,Zilany2014,Zilany2014,40.0,51.0,20.0,0.005913252642395408,none
34,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,exp1a,AI,[0.001],0.1,0.01,200000.0,32.96831848683961,Zilany2014,Zilany2014,40.0,51.0,30.0,0.006035767850966851,none
35,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,exp1a,AI,[0.001],0.1,0.01,200000.0,42.96831848683961,Zilany2014,Zilany2014,40.0,51.0,40.0,0.006296631028996236,none
36,[0.],586.6239268463596,6452.863195309956,2933.119634231798,exp1a,AI,[0.001],0.1,0.01,200000.0,21.603993096175458,Zilany2014,Zilany2014,40.0,51.0,20.0,0.00801309993489722,none
37,[0.],586.6239268463596,6452.863195309956,2933.119634231798,exp1a,AI,[0.001],0.1,0.01,200000.0,31.603993096175458,Zilany2014,Zilany2014,40.0,51.0,30.0,0.008470532543953321,none
38,[0.],586.6239268463596,6452.863195309956,2933.119634231798,exp1a,AI,[0.001],0.1,0.01,200000.0,41.60399309617546,Zilany2014,Zilany2014,40.0,51.0,40.0,0.009005367782901447,none
39,[0.],648.3257202420679,7131.582922662747,3241.628601210339,exp1a,AI,[0.001],0.1,0.01,200000.0,20.506141534002488,Zilany2014,Zilany2014,40.0,51.0,20.0,0.010893556593490504,none
40,[0.],648.3257202420679,7131.582922662747,3241.628601210339,exp1a,AI,[0.001],0.1,0.01,200000.0,30.506141534002488,Zilany2014,Zilany2014,40.0,51.0,30.0,0.01104699489970559,none
41,[0.],648.3257202420679,7131.582922662747,3241.628601210339,exp1a,AI,[0.001],0.1,0.01,200000.0,40.50614153400249,Zilany2014,Zilany2014,40.0,51.0,40.0,0.011980429910656096,none
42,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1a,AI,[0.001],0.1,0.01,200000.0,19.87458796405344,Zilany2014,Zilany2014,40.0,51.0,20.0,0.013890844586803787,none
43,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1a,AI,[0.001],0.1,0.01,200000.0,29.87458796405344,Zilany2014,Zilany2014,40.0,51.0,30.0,0.01345438473773158,none
44,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,exp1a,AI,[0.001],0.1,0.01,200000.0,39.87458796405344,Zilany2014,Zilany2014,40.0,51.0,40.0,0.015876243281642,none
45,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1a,AI,[0.001],0.1,0.01,200000.0,19.636352236832014,Zilany2014,Zilany2014,40.0,51.0,20.0,0.016781030641104006,none
46,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1a,AI,[0.001],0.1,0.01,200000.0,29.636352236832014,Zilany2014,Zilany2014,40.0,51.0,30.0,0.01568420806453694,none
47,[0.],791.8815200973457,8710.696721070803,3959.407600486729,exp1a,AI,[0.001],0.1,0.01,200000.0,39.63635223683202,Zilany2014,Zilany2014,40.0,51.0,40.0,0.020633629837548836,none
48,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1a,AI,[0.001],0.1,0.01,200000.0,19.7611214338582,Zilany2014,Zilany2014,40.0,51.0,20.0,0.019752823965139752,none
49,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1a,AI,[0.001],0.1,0.01,200000.0,29.7611214338582,Zilany2014,Zilany2014,40.0,51.0,30.0,0.018093374813449446,none
50,[0.],875.17254814933,9626.89802964263,4375.86274074665,exp1a,AI,[0.001],0.1,0.01,200000.0,39.7611214338582,Zilany2014,Zilany2014,40.0,51.0,40.0,0.024935096244659442,none
51,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1a,AI,[0.001],0.1,0.01,200000.0,20.695837741874442,Zilany2014,Zilany2014,40.0,51.0,20.0,0.023491591654018543,none
52,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1a,AI,[0.001],0.1,0.01,200000.0,30.695837741874442,Zilany2014,Zilany2014,40.0,51.0,30.0,0.019290785520302015,none
53,[0.],967.2242243259274,10639.466467585202,4836.121121629637,exp1a,AI,[0.001],0.1,0.01,200000.0,40.69583774187444,Zilany2014,Zilany2014,40.0,51.0,40.0,0.028160460509801977,none
54,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1a,AI,[0.001],0.1,0.01,200000.0,22.677518294872545,Zilany2014,Zilany2014,40.0,51.0,20.0,0.02660854602837582,none
55,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1a,AI,[0.001],0.1,0.01,200000.0,32.67751829487255,Zilany2014,Zilany2014,40.0,51.0,30.0,0.02187715274349899,none
56,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,exp1a,AI,[0.001],0.1,0.01,200000.0,42.67751829487255,Zilany2014,Zilany2014,40.0,51.0,40.0,0.03383961533909698,none
57,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1a,AI,[0.001],0.1,0.01,200000.0,24.977208172649956,Zilany2014,Zilany2014,40.0,51.0,20.0,0.029843457291169315,none
58,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1a,AI,[0.001],0.1,0.01,200000.0,34.97720817264995,Zilany2014,Zilany2014,40.0,51.0,30.0,0.024731119265031735,none
59,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,exp1a,AI,[0.001],0.1,0.01,200000.0,44.97720817264995,Zilany2014,Zilany2014,40.0,51.0,40.0,0.03803265838382194,none
60,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1a,AI,[0.001],0.1,0.01,200000.0,26.99566586349379,Zilany2014,Zilany2014,40.0,51.0,20.0,0.03705077852936941,none
61,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1a,AI,[0.001],0.1,0.01,200000.0,36.99566586349379,Zilany2014,Zilany2014,40.0,51.0,30.0,0.029367306351170807,none
62,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,exp1a,AI,[0.001],0.1,0.01,200000.0,46.99566586349379,Zilany2014,Zilany2014,40.0,51.0,40.0,0.04191744777279741,none
63,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1a,AI,[0.001],0.1,0.01,200000.0,28.865164487789535,Zilany2014,Zilany2014,40.0,51.0,20.0,0.046037009687411395,none
64,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1a,AI,[0.001],0.1,0.01,200000.0,38.865164487789535,Zilany2014,Zilany2014,40.0,51.0,30.0,0.036239895491712144,none
65,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,exp1a,AI,[0.001],0.1,0.01,200000.0,48.865164487789535,Zilany2014,Zilany2014,40.0,51.0,40.0,0.04652870634239064,none
66,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1a,AI,[0.001],0.1,0.01,200000.0,30.73619056988742,Zilany2014,Zilany2014,40.0,51.0,20.0,0.06170004735343742,none
67,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1a,AI,[0.001],0.1,0.01,200000.0,40.73619056988742,Zilany2014,Zilany2014,40.0,51.0,30.0,0.0442067801546377,none
68,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,exp1a,AI,[0.001],0.1,0.01,200000.0,50.73619056988742,Zilany2014,Zilany2014,40.0,51.0,40.0,0.049003181195113044,none
69,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1a,AI,[0.001],0.1,0.01,200000.0,32.594091411120644,Zilany2014,Zilany2014,40.0,51.0,20.0,0.08028259202602243,none
70,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1a,AI,[0.001],0.1,0.01,200000.0,42.594091411120644,Zilany2014,Zilany2014,40.0,51.0,30.0,0.053181020794787974,none
71,[0.],1762.495576511835,19387.451341630185,8812.477882559175,exp1a,AI,[0.001],0.1,0.01,200000.0,52.594091411120644,Zilany2014,Zilany2014,40.0,51.0,40.0,0.0533409094992811,none
